Source,Property,Property Value,Material,Operating Condition 1,Operating Condition 1 Value
10.1006/jcat.1996.0141,C2(+) yield,44%,Tin/Lithium/Magnesium Oxide,reaction operating temperature,1023 K
10.1006/jcat.1996.0141,C2(+) selectivity,44%,Tin/Lithium/Magnesium Oxide,reaction operating temperature,1023 K
10.1006/jcat.1996.0141,CH4 conversion,27%,Lithium/Magnesium Oxide,reaction operating temperature,1023 K
10.1006/jcat.1996.0141,CH4 conversion,44%,Tin/Lithium/Magnesium Oxide,reaction operating temperature,1023 K
10.1006/jcat.1996.0341,C2(+) yield,26.30%,50 mol% Barium Carbonate/Lanthanum Oxybromide,reaction operating temperature,800°C
10.1006/jcat.1996.0341,C2(+) yield,18.90%,50 mole percent Barium Carbonate/Lanthanum Oxybromide,reaction operating temperature,
10.1006/jcat.1998.1965,C2(+) yield,7.80%,Yttrium oxide,reaction operating temperature,750°C
10.1006/jcat.1998.1965,C2(+) yield,19.50%,Barium Fluoride/Yttrium Oxide (30 mole percent Barium Fluoride),reaction operating temperature,750°C
10.1006/jcat.1998.1965,C2(+) yield,22.40%,95 mol% Barium Fluoride/Yttrium Oxide,reaction operating temperature,
10.1006/jcat.1998.1965,C2(+) selectivity,26.20%,Yttrium oxide,reaction operating temperature,750°C
10.1006/jcat.1998.1965,C2(+) selectivity,55.40%,Barium Fluoride/Yttrium Oxide (30 mole percent Barium Fluoride),reaction operating temperature,750°C
10.1006/jcat.1998.1965,C2(+) selectivity,62.10%,95 mol% Barium Fluoride/Yttrium Oxide,reaction operating temperature,
10.1006/jcat.1998.1965,CH4 conversion,29.90%,Yttrium Oxide,reaction operating temperature,750°C
10.1006/jcat.1998.1965,CH4 conversion,35.30%,Barium fluoride/Yttrium oxide (30 mol% Barium fluoride),reaction operating temperature,750°C
10.1006/jcat.1998.1965,CH4 conversion,36.10%,95 mol% Barium Fluoride/Yttrium Oxide,reaction operating temperature,
10.1006/jcat.1998.2228,C2(+) selectivity,80%,Manganese/Sodium Tungstate/Silicon Dioxide,reaction operating temperature,800°C
10.1006/jcat.1998.2228,C2(+) selectivity,80%,Manganese/Sodium Tungstate/Magnesium Oxide,reaction operating temperature,800°C
10.1006/jcat.1998.2228,CH4 conversion,20%,Manganese/Sodium Tungstate/Silicon Dioxide,reaction operating temperature,800°C
10.1006/jcat.1998.2228,CH4 conversion,20%,Manganese/Sodium Tungstate/Magnesium Oxide,reaction operating temperature,800°C
10.1006/jcat.1998.2313,C2(+) selectivity,>90%,25 mol% Yttria-doped Bismuth Oxide,reaction operating temperature,
10.1006/jcat.2000.2876,C2(+) yield,16–4%,25 mol% Yttria Doped Bismuth Oxide,reaction operating temperature,
10.1006/jcat.2000.2876,C2(+) selectivity,20–90%,25 mol% Yttria Doped Bismuth Oxide,reaction operating temperature,
10.1016/0009-2509(92)87156-K,C2(+) selectivity,>90%,porous tube covered with a thin film of catalyst oxide,reaction operating temperature,
10.1016/0009-2509(96)00179-0,C2(+) yield,55%,Yttrium Barium Zirconium Oxide,reaction operating temperature,
10.1016/0009-2509(96)00179-0,C2(+) selectivity,84%,Y1Ba2Zr3O9.5,reaction operating temperature,
10.1016/0009-2509(96)00179-0,CH4 conversion,75%,Yttrium Barium Zirconium Oxide,reaction operating temperature,
10.1016/0009-2509(96)00401-0,CH4 conversion,8–39%,Lanthanum oxide Calcium oxide,reaction operating temperature,
10.1016/0021-9517(82)90075-6,C2(+) yield,1-2%,Iron,reaction operating temperature,
10.1016/0021-9517(82)90075-6,C2(+) yield,1-2%,nickel,reaction operating temperature,
10.1016/0021-9517(82)90075-6,C2(+) yield,1-2%,silver,reaction operating temperature,
10.1016/0021-9517(86)90102-8,C2(+) selectivity,93%,Samarium oxide,reaction operating temperature,973 K
10.1016/0021-9517(87)90251-X,CH4 conversion,25%,Lanthanum aluminum oxide with 10 atomic percent aluminum,reaction operating temperature,983 K
10.1016/0021-9517(88)90045-0,C2(+) selectivity,76%,4% Sodium on Praseodymium oxide,reaction operating temperature,800 °C
10.1016/0021-9517(88)90045-0,CH4 conversion,21%,4% Sodium on Praseodymium oxide,reaction operating temperature,800 °C
10.1016/0021-9517(88)90234-5,C2(+) yield,22.4% (1073 K),15 mole percent Sodium-doped Magnesium Oxide,reaction operating temperature,1073 K
10.1016/0021-9517(88)90234-5,C2(+) selectivity,57%,15 mole percent Sodium-doped Magnesium Oxide,reaction operating temperature,1023 K
10.1016/0021-9517(88)90244-8,CH4 conversion,30.5,Quartz chips,reaction operating temperature,800
10.1016/0021-9517(88)90244-8,CH4 conversion,28.1,Alumina,reaction operating temperature,800
10.1016/0021-9517(89)90143-7,C2(+) yield,12.50%,16.2-wt% lithium-doped titania,reaction operating temperature,
10.1016/0021-9517(89)90143-7,C2(+) yield,2%,Lithium-doped titania,reaction operating temperature,
10.1016/0021-9517(89)90143-7,C2(+) yield,12.50%,16.2-wt% lithium-doped titania,reaction operating temperature,
10.1016/0021-9517(89)90143-7,C2(+) selectivity,62,Lithium-titania,reaction operating temperature,
10.1016/0021-9517(89)90143-7,CH4 conversion,ca. 15%,Lithium-doped titanium dioxide,reaction operating temperature,
10.1016/0021-9517(89)90143-7,CH4 conversion,20,Lithium-titania (0% lithium),reaction operating temperature,800
10.1016/0021-9517(89)90143-7,CH4 conversion,nearly 5%,11% Lithium-Titanium Dioxide,reaction operating temperature,800
10.1016/0021-9517(89)90143-7,CH4 conversion,<10%,16.2-wt% lithium-doped titania,reaction operating temperature,
10.1016/0021-9517(89)90143-7,CH4 conversion,ca. 15%,Lithium-doped titanium dioxide,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,70-72%,Strontium Oxide,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,70-72%,Barium Oxide,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,22%,Beryllium oxide,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,22-53%,Magnesium Oxide,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,47-55%,Calcium Oxide,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,53%,Calcium Sulfate,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,14%,Calcium Fluoride,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,18%,CaAl^,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,11%,"C&,(m,)i",reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,43%,Calcium Silicide,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,47 to 55%,Calcium Oxide,reaction operating temperature,740
10.1016/0021-9517(89)90235-2,C2(+) selectivity,11,Calcium Phosphate,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,18,CaA^,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,14,Calcium Fluoride,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,43,Silicate,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,53,Calcium sulfate,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,48%,Magnesium sulfate,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,7%,Strontium sulfate,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,34%,Barium sulfate,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,6%,Beryllium sulfate,reaction operating temperature,
10.1016/0021-9517(89)90235-2,C2(+) selectivity,70-72%,Strontium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,70-72%,Barium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,22%,Beryllium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,22-53%,Magnesium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,47-55%,Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,53%,CaSO4,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,14%,Calcium Fluoride,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,18%,CaAl2O3,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,11%,Ca3(PO4)2,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,43%,Ca2SiO4,reaction operating temperature,740 °C
10.1016/0021-9517(89)90235-2,C2(+) selectivity,47 to 55%,Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,51%,Sodium carbonate,reaction operating temperature,
10.1016/0021-9517(89)90350-3,C2(+) selectivity,34%,Potassium carbonate,reaction operating temperature,740
10.1016/0021-9517(89)90350-3,C2(+) selectivity,67%,NaOH (6 mole%)/CaO calcined under ambient air for 24 h,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,70%,6.2% Sodium Carbonate on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,70%,Potassium Hydroxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,70%,Potassium Hydroxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,1.5% Potassium Carbonate on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,Potassium Carbonate on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,Potassium Hydroxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,Lithium Oxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,Lithium Oxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,Sodium Oxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,Sodium Oxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,72%,Sodium Oxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,75 to 78%,Sodium Carbonate,reaction operating temperature,
10.1016/0021-9517(89)90350-3,C2(+) selectivity,75 to 78%,Lithium hydroxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,≈72%,Lithium sulfate,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,≈72%,Sodium sulfate,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,C2(+) selectivity,up to 80%,Composite catalysts consisting of alkali and alkaline earth compounds,reaction operating temperature,
10.1016/0021-9517(89)90350-3,CH4 conversion,2.3,Lithium hydroxide on calcium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,16,3.0% Lithium Carbonate on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,16,Lithium Carbonate,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,16,Lithium Hydroxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,16,Lithium Hydroxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,16,Sodium Hydroxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,16,Lithium sulfate,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,16,Lithium sulfate,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,1.7,Potassium hydroxide on calcium oxide,reaction operating temperature,
10.1016/0021-9517(89)90350-3,CH4 conversion,>3,Sodium Hydroxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,15,1.2% Lithium Oxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,15,Potassium carbonate on calcium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,15,Potassium Hydroxide/Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,14,Lithium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,14,Lithium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,14,Lithium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,9.2,Lithium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,>11,Lithium Hydroxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,15,1.2% Lithium Oxide/CaO,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,15,Potassium carbonate on calcium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,15,Lithium Hydroxide/Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,15,Potassium Hydroxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,12.8,Lithium oxide on Calcium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,17,Sodium oxide on calcium oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,2.8,Sodium Hydroxide on Calcium Oxide,reaction operating temperature,740 °C
10.1016/0021-9517(89)90350-3,CH4 conversion,2.8,Lithium sulfate/Calcium oxide,reaction operating temperature,
10.1016/0021-9517(90)90077-W,C2(+) yield,20–22%,Manganese/silicon dioxide heavily doped with sodium,reaction operating temperature,
10.1016/0021-9517(90)90077-W,C2(+) yield,20–22%,Manganese/silicon dioxide heavily doped with Potassium,reaction operating temperature,
10.1016/0021-9517(90)90077-W,C2(+) selectivity,75–80%,Manganese/silicon dioxide heavily doped with sodium,reaction operating temperature,
10.1016/0021-9517(90)90077-W,C2(+) selectivity,75–80%,Manganese/silicon dioxide heavily doped with Potassium,reaction operating temperature,
10.1016/0021-9517(90)90146-B,C2(+) yield,17 to 18%,Sodium pyrophosphate/Gadolinium oxide,reaction operating temperature,1101 K
10.1016/0021-9517(90)90146-B,C2(+) yield,18 to 19%,Sodium pyrophosphate/Calcium oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,40%,0.4 atomic percent Tin-Magnesium-Oxygen,reaction operating temperature,780
10.1016/0021-9517(90)90171-F,C2(+) selectivity,0.25,Magnesium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,25%,Magnesium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,4%,Tin oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,0.04,Tin oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,20%,7.3% lead catalyst,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,<20%,Lead oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,4%,pure tin oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,~10%,Lead oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,38,4.4 percent Lead-Magnesium-Oxygen,reaction operating temperature,1200
10.1016/0021-9517(90)90171-F,C2(+) selectivity,20,Lead-Magnesium Mixed Oxide,reaction operating temperature,780°C
10.1016/0021-9517(90)90171-F,C2(+) selectivity,42.6,0.4 percent Lead-Magnesium,reaction operating temperature,780
10.1016/0021-9517(90)90171-F,C2(+) selectivity,46,Lead-Magnesium-Oxide,reaction operating temperature,780
10.1016/0021-9517(90)90171-F,C2(+) selectivity,27.2,Magnesium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,C2(+) selectivity,40%,0.4 atomic percent Tin-Magnesium-Oxide,reaction operating temperature,780°C
10.1016/0021-9517(90)90171-F,CH4 conversion,20%,0.4 atomic percent Tin-Magnesium-Oxygen,reaction operating temperature,780
10.1016/0021-9517(90)90171-F,CH4 conversion,10.8,Lead-Magnesium-Oxide,reaction operating temperature,1200
10.1016/0021-9517(90)90171-F,CH4 conversion,8.7,Magnesium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,CH4 conversion,13.9,Lead-Magnesium-Oxide,reaction operating temperature,
10.1016/0021-9517(90)90171-F,CH4 conversion,10.4,Lead-Magnesium-Oxide,reaction operating temperature,1200
10.1016/0021-9517(90)90171-F,CH4 conversion,10.5,Lead-Magnesium-Oxide,reaction operating temperature,1200
10.1016/0021-9517(90)90171-F,CH4 conversion,12.8,Lead-Magnesium-Oxide,reaction operating temperature,780
10.1016/0021-9517(90)90171-F,CH4 conversion,13.1,Lead-Magnesium-Oxide,reaction operating temperature,780
10.1016/0021-9517(90)90171-F,CH4 conversion,20%,0.4 atomic percent tin-magnesium oxide,reaction operating temperature,780°C
10.1016/0021-9517(90)90192-M,C2(+) yield,ca. 8%,22% Sodium/Nickel Titanate,reaction operating temperature,
10.1016/0021-9517(90)90192-M,C2(+) yield,12.50%,16.2 weight percent lithium over titania,reaction operating temperature,
10.1016/0021-9517(90)90192-M,C2(+) yield,2.9,Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) yield,8.4,1.6% Sodium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) yield,9.9,0.5% Lithium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) yield,ca. 8%,22% Sodium/Nickel Titanium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90192-M,C2(+) selectivity,ca. 70%,9.7% Lithium/Nickel Titanium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90192-M,C2(+) selectivity,ca. 60%,22% Sodium/Nickel Titanate,reaction operating temperature,
10.1016/0021-9517(90)90192-M,C2(+) selectivity,61.5,22% Sodium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) selectivity,47,0.5% Lithium on Nickel Titanate,reaction operating temperature,850
10.1016/0021-9517(90)90192-M,C2(+) selectivity,38,1.6% Sodium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) selectivity,69.7,9.7% Lithium/Nickel Titanate,reaction operating temperature,750
10.1016/0021-9517(90)90192-M,C2(+) selectivity,46.6,9.7% Lithium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) selectivity,59.5,Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) selectivity,49.1,0.5% Lithium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,C2(+) selectivity,ca. 70%,9.7% Lithium/Nickel Titanium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90192-M,C2(+) selectivity,ca. 60%,22% Sodium/Nickel Titanium Oxide,reaction operating temperature,
10.1016/0021-9517(90)90192-M,CH4 conversion,22.1,22 percent Sodium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,CH4 conversion,12.7,22% Sodium/Nickel Titanate,reaction operating temperature,750
10.1016/0021-9517(90)90192-M,CH4 conversion,38.2,9.7% Lithium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,CH4 conversion,20.1,0.5% Lithium/Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,CH4 conversion,18.9,9.7% Lithium/Nickel Titanate,reaction operating temperature,750
10.1016/0021-9517(90)90192-M,CH4 conversion,4.9,Nickel Titanate,reaction operating temperature,800
10.1016/0021-9517(90)90192-M,CH4 conversion,≈5%,1.6 weight percent sodium on nickel titanate,reaction operating temperature,
10.1016/0021-9517(90)90193-N,C2(+) yield,23%,9.7% Lithium/Nickel Titanate,reaction operating temperature,
10.1016/0021-9517(90)90193-N,C2(+) yield,23%,22% Sodium/Nickel Titanate,reaction operating temperature,
10.1016/0021-9517(90)90193-N,C2(+) yield,11.70%,22% sodium-promoted nickel titanate,reaction operating temperature,800
10.1016/0021-9517(90)90193-N,C2(+) yield,10.50%,1.6% sodium/nickel titanate,reaction operating temperature,800
10.1016/0021-9517(90)90193-N,C2(+) yield,13.70%,22% sodium-promoted nickel titanate,reaction operating temperature,800
10.1016/0021-9517(90)90193-N,C2(+) selectivity,~35%,1.6% Sodium-promoted nickel-titanate catalyst,reaction operating temperature,~800
10.1016/0021-9517(90)90193-N,C2(+) selectivity,~35%,1.6% sodium/nickel titanate,reaction operating temperature,~800
10.1016/0021-9517(90)90193-N,C2(+) selectivity,~63%,22% Sodium-loaded Nickel Titanate,reaction operating temperature,~800
10.1016/0021-9517(90)90193-N,C2(+) selectivity,~63%,22% sodium/nickel titanate,reaction operating temperature,~800
10.1016/0021-9517(90)90221-5,C2(+) selectivity,51%,Lead(0.4 atomic percent)-Magnesium-Oxygen,reaction operating temperature,
10.1016/0021-9517(91)90099-P,C2(+) selectivity,~50%,Manganese/Lithium carbonate/Magnesium oxide,reaction operating temperature,
10.1016/0021-9517(91)90099-P,C2(+) selectivity,<30%,Lithium carbonate/Magnesium oxide with high Manganese oxide loading,reaction operating temperature,
10.1016/0021-9517(91)90099-P,CH4 conversion,>25%,Lithium carbonate doped Magnesium oxide,reaction operating temperature,805°C
10.1016/0021-9517(92)90026-E,C2(+) selectivity,83%,Bismuth oxychloride supported on magnesia with lithium carbonate,reaction operating temperature,750°C
10.1016/0021-9517(92)90026-E,CH4 conversion,18%,Bismuth oxychloride supported on magnesia with lithium carbonate,reaction operating temperature,750°C
10.1016/0021-9517(92)90332-C,C2(+) selectivity,67%,85% Magnesium Oxide/Calcium Oxide,reaction operating temperature,1023 K
10.1016/0920-5861(88)87002-0,C2(+) selectivity,>80%,Lead oxide-Magnesium oxide,reaction operating temperature,≈800°C
10.1016/0920-5861(88)87003-2,C2(+) yield,15.70%,12.5% sodium permanganate on magnesia,reaction operating temperature,925°C
10.1016/0920-5861(88)87003-2,C2(+) selectivity,65–70%,"None specified for the given selectivity, however, a catalyst is mentioned: 12.5% sodium permanganate on magnesia",reaction operating temperature,925°C
10.1016/0920-5861(89)85030-8,CH4 conversion,13.50%,Lithium-promoted magnesium oxide,reaction operating temperature,850°C
10.1016/0920-5861(89)85030-8,CH4 conversion,9.60%,Lithium-promoted magnesium oxide,reaction operating temperature,850°C
10.1016/0920-5861(90)85032-J,C2(+) yield,23 to 26%,10 mole percent Lithium ion promoted Calcium Oxide,reaction operating temperature,1023 to 1073 K
10.1016/0920-5861(91)80006-U,C2(+) selectivity,63%,NaAlO2,reaction operating temperature,800°C
