Source,Property,Property Value,Material,Operating Condition 1,Operating Condition 1 Value
10.1016/j.fuel.2008.02.010,CH4 conversion,47.0,"{'Sr', 'Ba', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.fuel.2008.02.010,CH4 conversion,47.0,"{'Si', 'O', 'Ba', 'Na'}",reaction operating temperature,
10.1016/j.fuel.2008.02.010,CH4 conversion,47.0,"{'Sr', 'Ba', 'O', 'Ti', 'Na'}",reaction operating temperature,800.0
10.1016/j.fuel.2008.02.010,CH4 conversion,46.5,"{'Mg', 'Sr', 'Ba', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.apcata.2007.02.009,CH4 conversion,46.0,{'La'},reaction operating temperature,
10.1016/j.jre.2019.03.023,CH4 conversion,45.8,"{'La', 'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.mcat.2021.111976,CH4 conversion,45.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2008.03.032,CH4 conversion,45.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.mcat.2021.111976,CH4 conversion,45.0,"{'Al', 'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/C4CY00822G,CH4 conversion,45.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.mcat.2021.111976,CH4 conversion,45.0,"{'Mn', 'O', 'C', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.mcat.2021.111976,CH4 conversion,45.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jngse.2014.07.005,CH4 conversion,45.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,800.0
10.1016/S0920-5861(00)00389-8,CH4 conversion,45.0,"{'Ni', 'O', 'Sm'}",reaction operating temperature,650.0
10.1016/j.enconman.2017.10.061,CH4 conversion,45.0,"{'Mg', 'Li', 'O'}",reaction operating temperature,
10.1006/jcat.1996.0089,CH4 conversion,44.7,"{'La', 'Ba', 'O', 'Br'}",reaction operating temperature,750.0
10.1039/C8TA09913H,CH4 conversion,44.7,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,
10.1006/jcat.1996.0141,CH4 conversion,44.0,"{'Mg', 'Li', 'O', 'Sn'}",reaction operating temperature,750.0
10.1039/C8SC00203G,CH4 conversion,44.0,{'Ni'},reaction operating temperature,650.0
10.1016/S1003-9953(11)60332-0,CH4 conversion,43.8,"{'Sn', 'Cl', 'Ba', 'O', 'Ti'}",reaction operating temperature,800.0
10.1016/j.jece.2024.112757,CH4 conversion,43.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,760.0
10.1016/j.jece.2024.112757,CH4 conversion,43.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,760.0
10.1016/j.apcata.2008.03.032,CH4 conversion,43.05,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.apcatb.2021.120161,CH4 conversion,43.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,900.0
10.1039/A606624K,CH4 conversion,43.0,"{'Li', 'S', 'Zr', 'O'}",reaction operating temperature,800.0
10.1016/j.apcata.2007.02.009,CH4 conversion,43.0,"{'La', 'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2011.06.022,CH4 conversion,42.5,"{'K', 'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuproc.2022.107352,CH4 conversion,42.5,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,
10.1039/C8TA09913H,CH4 conversion,42.4,"{'Nd', 'Cl', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/S0920-5861(99)00287-4,CH4 conversion,42.3,"{'Mg', 'La', 'O'}",reaction operating temperature,790.0
10.1016/S0166-9834(00)83301-1,CH4 conversion,42.3,"{'Mg', 'Li', 'O', 'Zn'}",reaction operating temperature,800.0
10.1016/j.jece.2024.112757,CH4 conversion,42.15,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0166-9834(00)83301-1,CH4 conversion,42.1,"{'Mg', 'Li', 'O'}",reaction operating temperature,800.0
10.1016/j.ces.2010.08.019,CH4 conversion,42.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,
10.1016/j.cej.2024.149368,CH4 conversion,42.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/C6CY01879C,CH4 conversion,42.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/0920-5861(95)00039-I,CH4 conversion,41.6,"{'La', 'Li', 'Mn', 'O', 'W', 'Ti'}",reaction operating temperature,770.0
10.1016/j.jechem.2022.05.013,CH4 conversion,41.2,"{'Ca', 'La', 'Cl', 'Ba', 'O'}",reaction operating temperature,830.0
10.1016/j.apcata.2007.02.009,CH4 conversion,41.0,"{'La', 'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S1003-9953(11)60402-7,CH4 conversion,41.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,
10.1016/j.jre.2019.03.023,CH4 conversion,41.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jece.2024.112757,CH4 conversion,41.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,760.0
10.1016/j.apcata.2011.06.022,CH4 conversion,41.0,"{'K', 'Mn', 'O', 'W', 'Si'}",reaction operating temperature,
10.1039/D1CY00741F,CH4 conversion,41.0,"{'O', 'Zr', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2008.03.032,CH4 conversion,41.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(98)00009-X,CH4 conversion,40.1,"{'Mg', 'La', 'O'}",reaction operating temperature,875.0
10.1016/s0167-2991(98)80462-x,CH4 conversion,40.0,"{'Ca', 'H', 'Pb', 'O', 'P'}",reaction operating temperature,800.0
10.1016/j.apcata.2011.12.035,CH4 conversion,40.0,"{'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/s0167-2991(98)80453-9,CH4 conversion,40.0,"{'Zr', 'Mn', 'Cl', 'O', 'W', 'Na'}",reaction operating temperature,700.0
10.1016/j.mcat.2022.112399,CH4 conversion,40.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2011.12.035,CH4 conversion,40.0,"{'Y', 'Ba'}",reaction operating temperature,800.0
10.1016/j.cattod.2020.12.024,CH4 conversion,40.0,"{'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2011.06.022,CH4 conversion,40.0,"{'Mn', 'O', 'W', 'Si', 'Cs'}",reaction operating temperature,
10.1016/S0926-860X(98)00009-X,CH4 conversion,40.0,"{'Mg', 'La', 'O'}",reaction operating temperature,800.0
10.1016/j.fuproc.2020.106667,CH4 conversion,40.0,"{'La', 'Sr', 'O'}",reaction operating temperature,650.0
10.1016/j.mcat.2019.03.021,CH4 conversion,39.67,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.mcat.2019.03.021,CH4 conversion,39.67,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.psep.2021.02.030,CH4 conversion,39.5,"{'Al', 'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.psep.2021.02.030,CH4 conversion,39.5,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.psep.2021.02.030,CH4 conversion,39.44,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.psep.2021.02.030,CH4 conversion,39.4,"{'Al', 'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,700.0
10.1016/j.psep.2021.02.030,CH4 conversion,39.4,"{'Al', 'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,700.0
10.1016/j.jece.2024.112757,CH4 conversion,39.3,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cplett.2021.138562,CH4 conversion,39.1,"{'Sm', 'Sr', 'O', 'Zr'}",reaction operating temperature,750.0
10.1016/j.cplett.2021.138562,CH4 conversion,39.1,"{'Sm', 'Sr', 'O', 'Zr'}",reaction operating temperature,750.0
10.1016/j.cej.2023.145372,CH4 conversion,39.0,"{'Mn', 'Ba', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,700.0
10.1016/j.cej.2007.05.038,CH4 conversion,39.0,"{'Ca', 'O', 'Na'}",reaction operating temperature,850.0
10.1016/j.ces.2024.120119,CH4 conversion,39.0,"{'K', 'Mn', 'O', 'S', 'Ti'}",reaction operating temperature,750.0
10.1016/j.ces.2024.120119,CH4 conversion,39.0,"{'K', 'Mn', 'O', 'S', 'Ti'}",reaction operating temperature,750.0
10.1016/s0167-2991(98)80462-x,CH4 conversion,38.8,"{'Ca', 'Pb'}",reaction operating temperature,750.0
10.1016/j.joei.2022.10.002,CH4 conversion,38.2,"{'Ca', 'Mn', 'O', 'W', 'Na'}",reaction operating temperature,
10.1016/j.joei.2022.10.002,CH4 conversion,38.2,"{'Ca', 'Mn', 'O', 'W', 'Na'}",reaction operating temperature,
10.1016/0021-9517(90)90192-M,CH4 conversion,38.2,"{'Li', 'Ni', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.joei.2022.10.002,CH4 conversion,38.2,"{'Ca', 'Mn', 'O', 'W', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(00)00578-0,CH4 conversion,38.0,"{'Ca', 'Ni', 'Cl', 'O', 'P'}",reaction operating temperature,750.0
10.1016/j.fuproc.2013.04.006,CH4 conversion,38.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(00)00578-0,CH4 conversion,38.0,"{'Ca', 'Cl', 'O', 'P'}",reaction operating temperature,750.0
10.1016/S0926-860X(00)00578-0,CH4 conversion,38.0,"{'Ca', 'Pb', 'O', 'P'}",reaction operating temperature,750.0
10.1016/j.mtchem.2022.101124,CH4 conversion,38.0,"{'Mg', 'La'}",reaction operating temperature,750.0
10.1016/S0926-860X(00)00578-0,CH4 conversion,38.0,"{'Ca', 'Cl', 'O', 'P', 'Zn'}",reaction operating temperature,750.0
10.1016/j.fuproc.2008.11.001,CH4 conversion,37.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.molcata.2005.09.038,CH4 conversion,37.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jechem.2015.06.007,CH4 conversion,37.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.cattod.2020.12.024,CH4 conversion,37.5,"{'Mn', 'Cl', 'O', 'Si', 'Na'}",reaction operating temperature,750.0
10.1016/j.cattod.2020.12.024,CH4 conversion,37.5,"{'Mn', 'Cl', 'O', 'Si', 'Na'}",reaction operating temperature,750.0
10.1016/j.cattod.2020.12.024,CH4 conversion,37.5,"{'Mn', 'Cl', 'O', 'Si', 'Na'}",reaction operating temperature,750.0
10.1016/j.crcon.2024.100261,CH4 conversion,37.3,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,640.0
10.1016/S0166-9834(00)83301-1,CH4 conversion,37.1,"{'Mg', 'Li', 'O', 'Mn'}",reaction operating temperature,800.0
10.1016/j.cej.2011.02.013,CH4 conversion,37.1,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.fuel.2008.02.010,CH4 conversion,37.0,"{'Li', 'Sr', 'Ba', 'O', 'Ti'}",reaction operating temperature,
10.1016/j.molcata.2008.10.036,CH4 conversion,37.0,"{'Nd', 'Fe', 'O', 'Zn'}",reaction operating temperature,475.0
10.1016/j.psep.2021.02.030,CH4 conversion,36.8,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.crcon.2024.100261,CH4 conversion,36.75,"{'K', 'Al', 'Co', 'Ni', 'O'}",reaction operating temperature,490.0
10.1016/j.fuproc.2005.12.001,CH4 conversion,36.7,"{'Ca', 'O', 'Na'}",reaction operating temperature,725.0
10.1016/S0926-860X(98)00094-5,CH4 conversion,36.6,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,
10.1016/S0926-860X(98)00094-5,CH4 conversion,36.6,"{'Gd', 'Cl', 'Ba', 'O'}",reaction operating temperature,750.0
10.1016/j.arabjc.2023.104598,CH4 conversion,36.52,"{'K', 'Mn', 'O', 'C', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.arabjc.2023.104598,CH4 conversion,36.52,"{'S', 'C'}",reaction operating temperature,850.0
10.1006/jcat.1998.1965,CH4 conversion,36.1,"{'F', 'Y', 'O', 'Ba'}",reaction operating temperature,
10.1016/S0166-9834(00)83301-1,CH4 conversion,36.1,"{'Mg', 'O'}",reaction operating temperature,800.0
10.1039/D1SC02174E,CH4 conversion,36.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/0926-860X(95)00050-X,CH4 conversion,36.0,"{'Li', 'O', 'C'}",reaction operating temperature,
10.1016/j.cej.2017.08.093,CH4 conversion,36.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,725.0
10.1016/j.jtice.2011.02.005,CH4 conversion,35.8,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.jcat.2021.06.021,CH4 conversion,35.8,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.arabjc.2023.104598,CH4 conversion,35.6,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.cattod.2020.03.048,CH4 conversion,35.43,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,
10.1016/j.cattod.2020.03.048,CH4 conversion,35.43,"{'Mn', 'O', 'W', 'Si', 'Ti', 'Na'}",reaction operating temperature,700.0
10.1006/jcat.1998.1965,CH4 conversion,35.3,"{'F', 'Y', 'O', 'Ba'}",reaction operating temperature,750.0
10.1016/j.joei.2022.10.002,CH4 conversion,35.2,"{'Ca', 'W', 'Mn', 'O'}",reaction operating temperature,800.0
10.1016/j.fuel.2022.126479,CH4 conversion,35.1,"{'La', 'Sr', 'O', 'Zr'}",reaction operating temperature,800.0
10.1016/j.cej.2017.08.093,CH4 conversion,35.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,681.0
10.1039/D0CP02144J,CH4 conversion,35.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/C9FD00142E,CH4 conversion,35.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,780.0
10.1016/S0926-860X(98)00009-X,CH4 conversion,35.0,"{'Mg', 'La', 'O'}",reaction operating temperature,800.0
10.1016/S0167-2991(08)64272-X,CH4 conversion,35.0,"{'Li', 'Cl', 'Pb', 'O', 'P'}",reaction operating temperature,200.0
10.1016/0926-860X(94)00245-2,CH4 conversion,35.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.cplett.2021.138562,CH4 conversion,35.0,"{'Sm', 'Sr', 'O', 'Zr'}",reaction operating temperature,
10.1016/S0926-860X(98)00094-5,CH4 conversion,35.0,"{'Br', 'Li', 'Ni', 'O'}",reaction operating temperature,
10.1016/j.cej.2017.08.093,CH4 conversion,35.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,930.0
10.1016/S1872-2067(17)62823-7,CH4 conversion,35.0,"{'La', 'Sr', 'O'}",reaction operating temperature,500.0
10.1039/C4NR06660J,CH4 conversion,35.0,"{'La', 'Sr', 'O'}",reaction operating temperature,500.0
10.1039/C4NR06660J,CH4 conversion,35.0,"{'La', 'Sr', 'O'}",reaction operating temperature,500.0
10.1039/C8TA09913H,CH4 conversion,35.0,"{'Br', 'Li', 'Ni', 'O'}",reaction operating temperature,
10.1016/j.fuel.2022.126479,CH4 conversion,34.7,"{'La', 'Sr', 'O', 'Zr'}",reaction operating temperature,
10.1016/j.cattod.2011.07.014,CH4 conversion,34.5,"{'Mg', 'Li', 'O', 'Ce'}",reaction operating temperature,750.0
10.1016/j.jtice.2011.02.005,CH4 conversion,34.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.arabjc.2021.103577,CH4 conversion,34.5,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0166-9834(00)83301-1,CH4 conversion,34.5,"{'Mg', 'O', 'Cd'}",reaction operating temperature,800.0
10.1016/j.cattod.2020.12.021,CH4 conversion,34.4,"{'Br', 'Sn', 'Ba', 'O'}",reaction operating temperature,
10.1016/j.crcon.2024.100261,CH4 conversion,34.3,"{'K', 'Co', 'O', 'Al'}",reaction operating temperature,
10.1016/j.jcat.2021.06.027,CH4 conversion,34.0,"{'Mn', 'O', 'Ce', 'W', 'Si', 'Na'}",reaction operating temperature,840.0
10.1039/C6CY01879C,CH4 conversion,34.0,"{'N', 'Pt', 'H', 'O', 'C'}",reaction operating temperature,
10.1039/D3CY00587A,CH4 conversion,34.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,900.0
10.1016/j.jcat.2021.06.027,CH4 conversion,34.0,"{'Mn', 'O', 'Ce', 'W', 'Si', 'Na'}",reaction operating temperature,840.0
10.1016/j.apcata.2016.12.018,CH4 conversion,34.0,{'Sr'},reaction operating temperature,800.0
10.1016/j.arabjc.2021.103577,CH4 conversion,34.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,700.0
10.1016/j.arabjc.2021.103577,CH4 conversion,33.9,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.arabjc.2021.103577,CH4 conversion,33.8,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,750.0
