Source,Property,Property Value,Material,Operating Condition 1,Operating Condition 1 Value
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,83.0,"{'Mg', 'Li', 'Si', 'O'}",reaction operating temperature,
10.1016/0021-9517(92)90026-E,C2(+) selectivity,83.0,"{'Li', 'Mg', 'Cl', 'O', 'C', 'Bi'}",reaction operating temperature,750.0
10.1016/j.apcata.2017.08.020,C2(+) selectivity,83.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,725.0
10.1016/0926-860X(94)00245-2,C2(+) selectivity,83.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1039/D3SE00292F,C2(+) selectivity,82.98,"{'K', 'La', 'O', 'Mn'}",reaction operating temperature,
10.1016/j.fuproc.2022.107352,C2(+) selectivity,82.9,"{'Mg', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.cej.2024.149368,C2(+) selectivity,82.7,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,720.0
10.1016/j.fuproc.2022.107352,C2(+) selectivity,82.7,"{'Mg', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/j.cej.2004.12.001,C2(+) selectivity,82.62,"{'Ca', 'Ce', 'O', 'Mn'}",reaction operating temperature,807.0
10.1016/0926-860X(94)00245-2,C2(+) selectivity,82.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0166-9834(00)82205-8,C2(+) selectivity,82.0,"{'Mg', 'Li', 'Al', 'O'}",reaction operating temperature,
10.1016/j.jece.2022.107259,C2(+) selectivity,82.0,"{'Li', 'Ce'}",reaction operating temperature,
10.1016/j.jece.2022.107259,C2(+) selectivity,82.0,"{'La', 'Li', 'Sm', 'Ce'}",reaction operating temperature,
10.1016/0926-860X(95)00116-6,C2(+) selectivity,81.2,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/0926-860X(95)00116-6,C2(+) selectivity,81.2,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/S0920-5861(99)00004-8,C2(+) selectivity,81.2,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/S0920-5861(99)00019-X,C2(+) selectivity,81.2,"{'La', 'F', 'Ba', 'O'}",reaction operating temperature,770.0
10.1016/0926-860X(94)85109-3,C2(+) selectivity,81.0,"{'Si', 'Ba', 'O', 'C'}",reaction operating temperature,800.0
10.1016/j.molcata.2005.09.038,C2(+) selectivity,81.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2011.06.022,C2(+) selectivity,81.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(01)00864-X,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2008.03.032,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0376-7388(98)00182-3,C2(+) selectivity,80.0,"{'La', 'Co', 'Sr', 'Fe', 'O'}",reaction operating temperature,850.0
10.1016/j.apcata.2008.03.032,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cej.2007.05.038,C2(+) selectivity,80.0,"{'Ca', 'Cl', 'O', 'Na'}",reaction operating temperature,700.0
10.1016/j.cej.2017.07.002,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2007.02.009,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0920-5861(99)00287-4,C2(+) selectivity,80.0,"{'La', 'Y', 'Zr', 'Sr', 'O', 'Ag', 'Bi'}",reaction operating temperature,
10.1016/j.apcata.2007.02.009,C2(+) selectivity,80.0,"{'La', 'O'}",reaction operating temperature,
10.1016/j.cattod.2008.02.024,C2(+) selectivity,80.0,"{'La', 'Sr', 'O', 'Ca'}",reaction operating temperature,
10.1016/S0926-860X(02)00641-5,C2(+) selectivity,80.0,"{'La', 'O'}",reaction operating temperature,
10.1016/S0376-7388(98)00182-3,C2(+) selectivity,80.0,"{'La', 'Co', 'Sr', 'Fe', 'O'}",reaction operating temperature,850.0
10.1016/S0920-5861(00)00456-9,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(02)00641-5,C2(+) selectivity,80.0,"{'Er', 'Ho', 'Li', 'Y', 'Dy', 'Tb', 'O', 'Gd', 'Eu', 'Yb', 'Sm'}",reaction operating temperature,
10.1016/j.apcata.2008.03.032,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/S0926-860X(02)00602-6,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2008.03.032,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.catcom.2007.11.022,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0376-7388(00)00591-3,C2(+) selectivity,80.0,"{'La', 'Co', 'Sr', 'Fe', 'O'}",reaction operating temperature,850.0
10.1016/j.apcatb.2016.06.019,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcatb.2021.120948,C2(+) selectivity,80.0,"{'Mn', 'Fe', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1016/S0926-860X(01)00864-X,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(02)00432-5,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2014.07.013,C2(+) selectivity,80.0,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2012.05.002,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcata.2012.05.002,C2(+) selectivity,80.0,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,775.0
10.1016/j.apcatb.2021.120948,C2(+) selectivity,80.0,"{'Mn', 'Fe', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1016/j.apcatb.2021.120948,C2(+) selectivity,80.0,"{'Mn', 'Fe', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1016/j.apcata.2012.05.002,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,775.0
10.1016/j.apcata.2011.06.022,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.apcatb.2021.120948,C2(+) selectivity,80.0,"{'Mn', 'Fe', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1016/j.catcom.2007.09.026,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(97)00340-2,C2(+) selectivity,80.0,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(97)00340-2,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0920-5861(00)00456-9,C2(+) selectivity,80.0,"{'La', 'Sr', 'O'}",reaction operating temperature,
10.1016/j.fuproc.2009.06.021,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cep.2024.109857,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1006/jcat.1998.2228,C2(+) selectivity,80.0,"{'Mn', 'Mg', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1006/jcat.1993.1273,C2(+) selectivity,80.0,"{'Mg', 'Ba', 'O'}",reaction operating temperature,800.0
10.1016/j.ces.2018.09.022,C2(+) selectivity,80.0,"{'Mg', 'Li', 'O', 'Sn'}",reaction operating temperature,
10.1016/0920-5861(88)87002-0,C2(+) selectivity,80.0,"{'Mg', 'Pb', 'O'}",reaction operating temperature,800.0
10.1039/C9FD00142E,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,780.0
10.1016/0920-5861(92)80148-G,C2(+) selectivity,80.0,"{'K', 'Ca', 'La', 'Co', 'Mn', 'O', 'C', 'Na'}",reaction operating temperature,
10.1016/j.ces.2018.08.053,C2(+) selectivity,80.0,"{'Mg', 'Li', 'O', 'Sn'}",reaction operating temperature,27.0
10.1016/j.ces.2007.08.013,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.ces.2007.08.013,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1039/C6CY01879C,C2(+) selectivity,80.0,"{'Ni', 'O', 'Ce'}",reaction operating temperature,
10.1016/j.fuproc.2008.11.001,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/D1CY00741F,C2(+) selectivity,80.0,"{'O', 'Zr', 'Na'}",reaction operating temperature,800.0
10.1039/C5CC03208C,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuproc.2022.107352,C2(+) selectivity,80.0,"{'Mn', 'Fe', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1039/D3RE00055A,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,850.0
10.1016/j.jcat.2024.115414,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/A606624K,C2(+) selectivity,80.0,"{'Li', 'S', 'Zr', 'O'}",reaction operating temperature,800.0
10.1016/s0167-2991(98)80462-x,C2(+) selectivity,80.0,"{'Pb', 'O'}",reaction operating temperature,
10.1016/j.mcat.2022.112157,C2(+) selectivity,80.0,"{'Mg', 'La', 'Li', 'Ce'}",reaction operating temperature,762.5
10.1016/j.molcata.2005.09.038,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cej.2024.149368,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,740.0
10.1016/j.cej.2024.149368,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,740.0
10.1016/j.cej.2024.149368,C2(+) selectivity,80.0,"{'Mn', 'Fe', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1006/jcat.1998.2228,C2(+) selectivity,80.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,800.0
10.1016/j.fuel.2024.131910,C2(+) selectivity,79.6,"{'Mn', 'O', 'C', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuel.2024.131910,C2(+) selectivity,79.6,"{'Mn', 'O', 'C', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuel.2024.131910,C2(+) selectivity,79.6,"{'Mn', 'O', 'C', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuel.2024.131910,C2(+) selectivity,79.6,"{'Mn', 'O', 'C', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.memsci.2015.04.027,C2(+) selectivity,79.5,"{'Y', 'O', 'Sm', 'Bi'}",reaction operating temperature,900.0
10.1016/j.apcata.2017.08.020,C2(+) selectivity,79.3,"{'Si', 'O', 'Mn'}",reaction operating temperature,
10.1016/S0926-860X(01)00864-X,C2(+) selectivity,79.15,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,837.5
10.1016/j.apcatb.2021.120948,C2(+) selectivity,79.0,"{'Mn', 'Fe', 'O', 'W', 'Na'}",reaction operating temperature,800.0
10.1016/j.memsci.2022.120915,C2(+) selectivity,79.0,"{'La', 'Y', 'Co', 'Bi', 'Sr', 'Fe', 'O', 'Sm'}",reaction operating temperature,900.0
10.1016/S0926-860X(02)00319-8,C2(+) selectivity,79.0,"{'Te', 'Ni', 'O', 'Sb'}",reaction operating temperature,650.0
10.1016/S0926-860X(02)00319-8,C2(+) selectivity,79.0,"{'Te', 'Ni', 'O', 'Sb'}",reaction operating temperature,650.0
10.1016/j.jece.2022.107259,C2(+) selectivity,79.0,"{'La', 'Li', 'Sm', 'Ce'}",reaction operating temperature,800.0
10.1016/j.memsci.2015.04.027,C2(+) selectivity,79.0,"{'Y', 'O', 'Sm', 'Bi'}",reaction operating temperature,900.0
10.1039/C6CY01879C,C2(+) selectivity,79.0,"{'Si', 'O', 'Fe'}",reaction operating temperature,700.0
10.1016/0926-860X(94)85109-3,C2(+) selectivity,79.0,"{'Sr', 'Si', 'O', 'C'}",reaction operating temperature,850.0
10.1016/j.cej.2024.149368,C2(+) selectivity,78.9,"{'Mn', 'O', 'W', 'Ti', 'Na'}",reaction operating temperature,800.0
10.1016/j.cej.2023.141379,C2(+) selectivity,78.8,"{'La', 'Ca', 'Ce', 'O'}",reaction operating temperature,650.0
10.1016/j.fuproc.2022.107320,C2(+) selectivity,78.7,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.cej.2023.141379,C2(+) selectivity,78.0,"{'Ca', 'La', 'O', 'Ce'}",reaction operating temperature,650.0
10.1016/0926-860X(94)85109-3,C2(+) selectivity,78.0,"{'Si', 'Ba', 'O', 'C'}",reaction operating temperature,
10.1016/0926-860X(94)85109-3,C2(+) selectivity,78.0,"{'Si', 'Ba', 'O', 'C'}",reaction operating temperature,
10.1016/j.fuproc.2016.05.034,C2(+) selectivity,78.0,"{'K', 'Mn', 'Cl', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,700.0
10.1016/j.cattod.2014.01.005,C2(+) selectivity,78.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/S0926-860X(00)00877-2,C2(+) selectivity,78.0,"{'O', 'Bi'}",reaction operating temperature,
10.1016/j.cej.2007.05.038,C2(+) selectivity,77.5,"{'Ca', 'Cl', 'O', 'Na'}",reaction operating temperature,700.0
10.1016/0021-9517(90)90077-W,C2(+) selectivity,77.5,"{'Si', 'O', 'Mn', 'Na'}",reaction operating temperature,
10.1016/0021-9517(90)90077-W,C2(+) selectivity,77.5,"{'K', 'Si', 'O', 'Mn'}",reaction operating temperature,
10.1016/j.jiec.2017.10.027,C2(+) selectivity,77.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/0926-860X(92)85058-J,C2(+) selectivity,77.0,"{'Cl', 'O', 'Zr', 'Na'}",reaction operating temperature,
10.1006/jcat.1993.1025,C2(+) selectivity,77.0,"{'Cl', 'O', 'Zr', 'Na'}",reaction operating temperature,750.0
10.1016/s0167-2991(06)81571-5,C2(+) selectivity,76.6,"{'Ca', 'Ce', 'O', 'Mn'}",reaction operating temperature,854.0
10.1016/j.cej.2004.12.001,C2(+) selectivity,76.56,"{'Ca', 'Ce', 'O', 'Mn'}",reaction operating temperature,854.0
10.1016/j.cej.2004.12.001,C2(+) selectivity,76.56,"{'Ca', 'Ce', 'O', 'Mn'}",reaction operating temperature,
10.1016/0021-9517(89)90350-3,C2(+) selectivity,76.5,"{'Li', 'O', 'H'}",reaction operating temperature,740.0
10.1016/0021-9517(89)90350-3,C2(+) selectivity,76.5,"{'C', 'O', 'Na'}",reaction operating temperature,
10.1016/j.cej.2023.141379,C2(+) selectivity,76.2,"{'Ca', 'La', 'O', 'Ce'}",reaction operating temperature,650.0
10.1016/j.apcata.2020.117827,C2(+) selectivity,76.0,"{'La', 'Sr', 'O'}",reaction operating temperature,
10.1016/0926-860X(94)85109-3,C2(+) selectivity,76.0,"{'Si', 'Ba', 'O', 'C'}",reaction operating temperature,850.0
10.1016/0021-9517(88)90045-0,C2(+) selectivity,76.0,"{'Pr', 'O', 'Na'}",reaction operating temperature,800.0
10.1016/j.cej.2011.02.013,C2(+) selectivity,76.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,750.0
10.1016/j.jcat.2023.115176,C2(+) selectivity,76.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1016/j.fuproc.2016.05.034,C2(+) selectivity,76.0,"{'Mn', 'Cl', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,700.0
10.1016/j.jcat.2021.06.027,C2(+) selectivity,76.0,"{'Zr', 'Mn', 'O', 'Ce', 'W', 'Na'}",reaction operating temperature,700.0
10.1016/j.jcat.2023.115176,C2(+) selectivity,76.0,"{'Mn', 'O', 'W', 'Si', 'Na'}",reaction operating temperature,
10.1039/D3SE00292F,C2(+) selectivity,75.85,"{'K', 'La', 'O', 'Mn'}",reaction operating temperature,400.0
